"Date","Price","Open","High","Low","Change %"
"Apr 03, 2007","4.180","4.180","4.180","4.180","-0.33%"
"Apr 02, 2007","4.194","4.194","4.194","4.194","-0.05%"
"Mar 30, 2007","4.196","4.196","4.196","4.196","-0.07%"
"Mar 29, 2007","4.199","4.199","4.199","4.199","1.57%"
"Mar 28, 2007","4.134","4.134","4.134","4.134","-0.31%"
"Mar 27, 2007","4.147","4.147","4.147","4.147","0.73%"
"Mar 26, 2007","4.117","4.117","4.117","4.117","-0.31%"
"Mar 23, 2007","4.130","4.130","4.130","4.130","0.88%"
"Mar 22, 2007","4.094","4.094","4.094","4.094","-2.06%"
"Mar 21, 2007","4.180","4.180","4.180","4.180","-1.11%"
"Mar 20, 2007","4.227","4.227","4.227","4.227","0.50%"
"Mar 19, 2007","4.206","4.206","4.206","4.206","-0.12%"
"Mar 16, 2007","4.211","4.211","4.211","4.211","-0.07%"
"Mar 15, 2007","4.214","4.214","4.214","4.214","0.41%"
"Mar 14, 2007","4.197","4.197","4.197","4.197","-1.01%"
"Mar 13, 2007","4.240","4.240","4.240","4.240","-0.07%"
"Mar 12, 2007","4.243","4.243","4.243","4.243","1.34%"
"Mar 09, 2007","4.187","4.187","4.187","4.187","-0.50%"
"Mar 08, 2007","4.208","4.208","4.208","4.208","-0.31%"
"Mar 07, 2007","4.221","4.221","4.221","4.221","0.45%"
"Mar 06, 2007","4.202","4.202","4.202","4.202","0.05%"
"Mar 05, 2007","4.200","4.200","4.200","4.200","-0.57%"
"Mar 02, 2007","4.224","4.224","4.224","4.224","1.05%"
"Mar 01, 2007","4.180","4.180","4.180","4.180","0.12%"
"Feb 28, 2007","4.175","4.175","4.175","4.175","-1.04%"
"Feb 27, 2007","4.219","4.219","4.219","4.219","0.36%"
"Feb 26, 2007","4.204","4.204","4.204","4.204","-1.61%"
"Feb 23, 2007","4.273","4.273","4.273","4.273","0.19%"
"Feb 22, 2007","4.265","4.265","4.265","4.265","0.28%"
"Feb 21, 2007","4.253","4.253","4.253","4.253","0.00%"
"Feb 16, 2007","4.253","4.253","4.253","4.253","-1.55%"
"Feb 15, 2007","4.320","4.320","4.320","4.320","-1.91%"
"Feb 14, 2007","4.404","4.404","4.404","4.404","0.50%"
"Feb 13, 2007","4.382","4.382","4.382","4.382","0.97%"
"Feb 12, 2007","4.340","4.340","4.340","4.340","1.12%"
"Feb 09, 2007","4.292","4.292","4.292","4.292","-0.33%"
"Feb 08, 2007","4.306","4.306","4.306","4.306","1.01%"
"Feb 07, 2007","4.263","4.263","4.263","4.263","-0.09%"
"Feb 06, 2007","4.267","4.267","4.267","4.267","-0.56%"
"Feb 05, 2007","4.291","4.291","4.291","4.291","1.18%"
"Feb 02, 2007","4.241","4.241","4.241","4.241","2.29%"
"Feb 01, 2007","4.146","4.146","4.146","4.146","-0.36%"
"Jan 31, 2007","4.161","4.161","4.161","4.161","-0.81%"
"Jan 30, 2007","4.195","4.195","4.195","4.195","0.48%"
"Jan 29, 2007","4.175","4.175","4.175","4.175","0.63%"
"Jan 26, 2007","4.149","4.149","4.149","4.149","1.89%"
"Jan 25, 2007","4.072","4.072","4.072","4.072","0.89%"
"Jan 24, 2007","4.036","4.036","4.036","4.036","0.05%"
"Jan 23, 2007","4.034","4.034","4.034","4.034","-1.71%"
"Jan 22, 2007","4.104","4.104","4.104","4.104","0.37%"
"Jan 19, 2007","4.089","4.089","4.089","4.089","1.56%"
"Jan 18, 2007","4.026","4.026","4.026","4.026","2.29%"
"Jan 17, 2007","3.936","3.936","3.936","3.936","0.74%"
"Jan 16, 2007","3.907","3.907","3.907","3.907","0.36%"
"Jan 15, 2007","3.893","3.893","3.893","3.893","0.72%"
"Jan 12, 2007","3.865","3.865","3.865","3.865","2.49%"
"Jan 11, 2007","3.771","3.771","3.771","3.771","0.86%"
"Jan 10, 2007","3.739","3.739","3.739","3.739","0.62%"
"Jan 09, 2007","3.716","3.716","3.716","3.716","0.16%"
"Jan 08, 2007","3.710","3.710","3.710","3.710","0.54%"
"Jan 05, 2007","3.690","3.690","3.690","3.690","-0.97%"
"Jan 04, 2007","3.726","3.726","3.726","3.726","-0.37%"
"Jan 03, 2007","3.740","3.740","3.740","3.740","0.00%"
"Jan 02, 2007","3.740","3.740","3.740","3.740","-0.05%"
"Dec 29, 2006","3.742","3.742","3.742","3.742","0.11%"
"Dec 28, 2006","3.738","3.738","3.738","3.738","0.81%"
"Dec 27, 2006","3.708","3.708","3.708","3.708","-1.04%"
"Dec 22, 2006","3.747","3.747","3.747","3.747","-1.65%"
"Dec 21, 2006","3.810","3.810","3.810","3.810","-0.96%"
"Dec 20, 2006","3.847","3.847","3.847","3.847","0.03%"
"Dec 19, 2006","3.846","3.846","3.846","3.846","-0.03%"
"Dec 18, 2006","3.847","3.847","3.847","3.847","-0.39%"
"Dec 15, 2006","3.862","3.862","3.862","3.862","0.49%"
"Dec 14, 2006","3.843","3.843","3.843","3.843","1.56%"
"Dec 13, 2006","3.784","3.784","3.784","3.784","-1.05%"
"Dec 12, 2006","3.824","3.824","3.824","3.824","-0.60%"
"Dec 11, 2006","3.847","3.847","3.847","3.847","1.13%"
"Dec 08, 2006","3.804","3.804","3.804","3.804","0.74%"
"Dec 07, 2006","3.776","3.776","3.776","3.776","0.99%"
"Dec 06, 2006","3.739","3.739","3.739","3.739","0.08%"
"Dec 05, 2006","3.736","3.736","3.736","3.736","-0.11%"
"Dec 04, 2006","3.740","3.740","3.740","3.740","-0.93%"
"Dec 01, 2006","3.775","3.775","3.775","3.775","-0.94%"
"Nov 30, 2006","3.811","3.811","3.811","3.811","0.24%"
"Nov 29, 2006","3.802","3.802","3.802","3.802","-0.73%"
"Nov 28, 2006","3.830","3.830","3.830","3.830","0.08%"
"Nov 27, 2006","3.827","3.827","3.827","3.827","-0.39%"
"Nov 24, 2006","3.842","3.842","3.842","3.842","0.16%"
"Nov 23, 2006","3.836","3.836","3.836","3.836","-0.29%"
"Nov 22, 2006","3.847","3.847","3.847","3.847","0.10%"
"Nov 21, 2006","3.843","3.843","3.843","3.843","0.47%"
"Nov 20, 2006","3.825","3.825","3.825","3.825","-1.03%"
"Nov 17, 2006","3.865","3.865","3.865","3.865","0.16%"
"Nov 16, 2006","3.859","3.859","3.859","3.859","1.02%"
"Nov 15, 2006","3.820","3.820","3.820","3.820","-1.29%"
"Nov 14, 2006","3.870","3.870","3.870","3.870","1.26%"
"Nov 13, 2006","3.822","3.822","3.822","3.822","-0.65%"
"Nov 10, 2006","3.847","3.847","3.847","3.847","-1.03%"
"Nov 09, 2006","3.887","3.887","3.887","3.887","0.05%"
"Nov 08, 2006","3.885","3.885","3.885","3.885","-1.50%"
"Nov 07, 2006","3.944","3.944","3.944","3.944","-1.20%"
"Nov 06, 2006","3.992","3.992","3.992","3.992","3.18%"
"Nov 03, 2006","3.869","3.869","3.869","3.869","0.52%"
"Nov 02, 2006","3.849","3.849","3.849","3.849","-0.18%"
"Nov 01, 2006","3.856","3.856","3.856","3.856","-1.00%"
"Oct 31, 2006","3.895","3.895","3.895","3.895","-1.42%"
"Oct 27, 2006","3.951","3.951","3.951","3.951","-1.03%"
"Oct 26, 2006","3.992","3.992","3.992","3.992","-1.55%"
"Oct 25, 2006","4.055","4.055","4.055","4.055","0.32%"
"Oct 24, 2006","4.042","4.042","4.042","4.042","-0.25%"
"Oct 23, 2006","4.052","4.052","4.052","4.052","0.90%"
"Oct 20, 2006","4.016","4.016","4.016","4.016","-0.07%"
"Oct 19, 2006","4.019","4.019","4.019","4.019","-0.07%"
"Oct 18, 2006","4.022","4.022","4.022","4.022","0.00%"
"Oct 17, 2006","4.022","4.022","4.022","4.022","-0.67%"
"Oct 16, 2006","4.049","4.049","4.049","4.049","-0.64%"
"Oct 13, 2006","4.075","4.075","4.075","4.075","-0.22%"
"Oct 12, 2006","4.084","4.084","4.084","4.084","0.54%"
"Oct 11, 2006","4.062","4.062","4.062","4.062","0.87%"
"Oct 10, 2006","4.027","4.027","4.027","4.027","-0.52%"
"Oct 09, 2006","4.048","4.048","4.048","4.048","2.33%"
"Oct 06, 2006","3.956","3.956","3.956","3.956","-0.38%"
"Oct 05, 2006","3.971","3.971","3.971","3.971","-1.51%"
"Oct 04, 2006","4.032","4.032","4.032","4.032","1.26%"
"Oct 03, 2006","3.982","3.982","3.982","3.982","0.35%"
"Sep 29, 2006","3.968","3.968","3.968","3.968","0.53%"
"Sep 28, 2006","3.947","3.947","3.947","3.947","0.30%"
"Sep 27, 2006","3.935","3.935","3.935","3.935","0.61%"
"Sep 26, 2006","3.911","3.911","3.911","3.911","-0.43%"
"Sep 25, 2006","3.928","3.928","3.928","3.928","-0.53%"
"Sep 22, 2006","3.949","3.949","3.949","3.949","-3.42%"
"Sep 21, 2006","4.089","4.089","4.089","4.089","-1.78%"
"Sep 20, 2006","4.163","4.163","4.163","4.163","-1.14%"
"Sep 19, 2006","4.211","4.211","4.211","4.211","0.07%"
"Sep 18, 2006","4.208","4.208","4.208","4.208","0.21%"
"Sep 15, 2006","4.199","4.199","4.199","4.199","1.01%"
"Sep 14, 2006","4.157","4.157","4.157","4.157","-0.72%"
"Sep 13, 2006","4.187","4.187","4.187","4.187","-1.18%"
"Sep 12, 2006","4.237","4.237","4.237","4.237","0.45%"
"Sep 11, 2006","4.218","4.218","4.218","4.218","0.21%"
"Sep 08, 2006","4.209","4.209","4.209","4.209","-0.71%"
"Sep 07, 2006","4.239","4.239","4.239","4.239","0.47%"
"Sep 06, 2006","4.219","4.219","4.219","4.219","0.64%"
"Sep 05, 2006","4.192","4.192","4.192","4.192","0.12%"
"Sep 04, 2006","4.187","4.187","4.187","4.187","-0.50%"
"Sep 01, 2006","4.208","4.208","4.208","4.208","-0.87%"
"Aug 31, 2006","4.245","4.245","4.245","4.245","-1.00%"
"Aug 30, 2006","4.288","4.288","4.288","4.288","-1.27%"
"Aug 29, 2006","4.343","4.343","4.343","4.343","1.00%"
"Aug 28, 2006","4.300","4.300","4.300","4.300","-0.46%"
"Aug 25, 2006","4.320","4.320","4.320","4.320","-0.21%"
"Aug 24, 2006","4.329","4.329","4.329","4.329","0.07%"
"Aug 23, 2006","4.326","4.326","4.326","4.326","0.07%"
"Aug 22, 2006","4.323","4.323","4.323","4.323","-0.28%"
"Aug 21, 2006","4.335","4.335","4.335","4.335","-1.05%"
"Aug 18, 2006","4.381","4.381","4.381","4.381","-0.02%"
"Aug 17, 2006","4.382","4.382","4.382","4.382","-1.81%"
"Aug 16, 2006","4.463","4.463","4.463","4.463","-1.74%"
"Aug 15, 2006","4.542","4.542","4.542","4.542","0.38%"
"Aug 14, 2006","4.525","4.525","4.525","4.525","0.98%"
"Aug 11, 2006","4.481","4.481","4.481","4.481","0.36%"
"Aug 10, 2006","4.465","4.465","4.465","4.465","-0.84%"
"Aug 09, 2006","4.503","4.503","4.503","4.503","-0.42%"
"Aug 08, 2006","4.522","4.522","4.522","4.522","0.36%"
"Aug 07, 2006","4.506","4.506","4.506","4.506","-1.21%"
"Aug 04, 2006","4.561","4.561","4.561","4.561","-0.39%"
"Aug 03, 2006","4.579","4.579","4.579","4.579","-0.69%"
"Aug 02, 2006","4.611","4.611","4.611","4.611","-0.69%"
"Aug 01, 2006","4.643","4.643","4.643","4.643","0.19%"
"Jul 31, 2006","4.634","4.634","4.634","4.634","-1.30%"
"Jul 28, 2006","4.695","4.695","4.695","4.695","-0.11%"
"Jul 27, 2006","4.700","4.700","4.700","4.700","-1.74%"
"Jul 26, 2006","4.783","4.783","4.783","4.783","0.00%"
"Jul 25, 2006","4.783","4.783","4.783","4.783","0.10%"
"Jul 24, 2006","4.778","4.778","4.778","4.778","0.15%"
"Jul 21, 2006","4.771","4.771","4.771","4.771","-0.85%"
"Jul 20, 2006","4.812","4.812","4.812","4.812","-1.21%"
"Jul 19, 2006","4.871","4.871","4.871","4.871","0.66%"
"Jul 18, 2006","4.839","4.839","4.839","4.839","0.39%"
"Jul 17, 2006","4.820","4.820","4.820","4.820","-0.10%"
"Jul 14, 2006","4.825","4.825","4.825","4.825","-0.29%"
"Jul 13, 2006","4.839","4.839","4.839","4.839","0.19%"
"Jul 12, 2006","4.830","4.830","4.830","4.830","-0.72%"
"Jul 11, 2006","4.865","4.865","4.865","4.865","-0.41%"
"Jul 10, 2006","4.885","4.885","4.885","4.885","-0.27%"
"Jul 07, 2006","4.898","4.898","4.898","4.898","-0.95%"
"Jul 06, 2006","4.945","4.945","4.945","4.945","1.02%"
"Jul 05, 2006","4.895","4.895","4.895","4.895","0.62%"
"Jul 04, 2006","4.865","4.865","4.865","4.865","0.62%"
"Jul 03, 2006","4.835","4.835","4.835","4.835","-0.78%"
"Jun 30, 2006","4.873","4.873","4.873","4.873","-0.94%"
"Jun 29, 2006","4.919","4.919","4.919","4.919","0.12%"
"Jun 28, 2006","4.913","4.913","4.913","4.913","-0.22%"
"Jun 27, 2006","4.924","4.924","4.924","4.924","-0.16%"
"Jun 26, 2006","4.932","4.932","4.932","4.932","0.31%"
"Jun 23, 2006","4.917","4.917","4.917","4.917","0.66%"
"Jun 22, 2006","4.885","4.885","4.885","4.885","0.23%"
"Jun 21, 2006","4.874","4.874","4.874","4.874","0.29%"
"Jun 20, 2006","4.860","4.860","4.860","4.860","0.29%"
"Jun 19, 2006","4.846","4.846","4.846","4.846","0.46%"
"Jun 16, 2006","4.824","4.824","4.824","4.824","0.71%"
"Jun 15, 2006","4.790","4.790","4.790","4.790","0.84%"
"Jun 14, 2006","4.750","4.750","4.750","4.750","0.08%"
"Jun 13, 2006","4.746","4.746","4.746","4.746","-0.98%"
"Jun 12, 2006","4.793","4.793","4.793","4.793","0.02%"
"Jun 09, 2006","4.792","4.792","4.792","4.792","-0.50%"
"Jun 08, 2006","4.816","4.816","4.816","4.816","-0.54%"
"Jun 07, 2006","4.842","4.842","4.842","4.842","-0.47%"
"Jun 06, 2006","4.865","4.865","4.865","4.865","1.38%"
"Jun 05, 2006","4.799","4.799","4.799","4.799","-1.82%"
"Jun 02, 2006","4.888","4.888","4.888","4.888","-1.95%"
"Jun 01, 2006","4.985","4.985","4.985","4.985","1.94%"
"May 30, 2006","4.890","4.890","4.890","4.890","-0.51%"
"May 29, 2006","4.915","4.915","4.915","4.915","0.29%"
"May 26, 2006","4.901","4.901","4.901","4.901","0.29%"
"May 25, 2006","4.887","4.887","4.887","4.887","-0.37%"
"May 24, 2006","4.905","4.905","4.905","4.905","0.04%"
"May 23, 2006","4.903","4.903","4.903","4.903","0.43%"
"May 22, 2006","4.882","4.882","4.882","4.882","-0.31%"
"May 19, 2006","4.897","4.897","4.897","4.897","0.14%"
"May 18, 2006","4.890","4.890","4.890","4.890","0.14%"
"May 17, 2006","4.883","4.883","4.883","4.883","-1.15%"
"May 16, 2006","4.940","4.940","4.940","4.940","-0.72%"
"May 15, 2006","4.976","4.976","4.976","4.976","1.36%"
"May 12, 2006","4.909","4.909","4.909","4.909","0.57%"
"May 11, 2006","4.881","4.881","4.881","4.881","-0.37%"
"May 10, 2006","4.899","4.899","4.899","4.899","-0.24%"
"May 09, 2006","4.911","4.911","4.911","4.911","0.68%"
"May 08, 2006","4.878","4.878","4.878","4.878","-0.77%"
"May 04, 2006","4.916","4.916","4.916","4.916","0.51%"
"May 03, 2006","4.891","4.891","4.891","4.891","-0.37%"
"May 02, 2006","4.909","4.909","4.909","4.909","0.95%"
"Apr 28, 2006","4.863","4.863","4.863","4.863","-0.08%"
"Apr 27, 2006","4.867","4.867","4.867","4.867","0.81%"
"Apr 26, 2006","4.828","4.828","4.828","4.828","1.90%"
"Apr 25, 2006","4.738","4.738","4.738","4.738","-1.02%"
"Apr 24, 2006","4.787","4.787","4.787","4.787","-0.46%"
"Apr 21, 2006","4.809","4.809","4.809","4.809","0.42%"
"Apr 20, 2006","4.789","4.789","4.789","4.789","0.99%"
"Apr 19, 2006","4.742","4.742","4.742","4.742","-0.44%"
"Apr 18, 2006","4.763","4.763","4.763","4.763","0.66%"
"Apr 13, 2006","4.732","4.732","4.732","4.732","1.15%"
"Apr 12, 2006","4.678","4.678","4.678","4.678","-0.19%"
"Apr 11, 2006","4.687","4.687","4.687","4.687","0.00%"
"Apr 10, 2006","4.687","4.687","4.687","4.687","1.12%"
"Apr 07, 2006","4.635","4.635","4.635","4.635","0.67%"
"Apr 06, 2006","4.604","4.604","4.604","4.604","-0.86%"
"Apr 04, 2006","4.644","4.644","4.644","4.644","0.37%"
"Apr 03, 2006","4.627","4.627","4.627","4.627","0.37%"
"Mar 31, 2006","4.610","4.610","4.610","4.610","1.32%"
"Mar 30, 2006","4.550","4.550","4.550","4.550","-0.24%"
"Mar 29, 2006","4.561","4.561","4.561","4.561","1.40%"
"Mar 28, 2006","4.498","4.498","4.498","4.498","0.07%"
"Mar 27, 2006","4.495","4.495","4.495","4.495","-1.30%"
"Mar 24, 2006","4.554","4.554","4.554","4.554","1.02%"
"Mar 23, 2006","4.508","4.508","4.508","4.508","0.27%"
"Mar 22, 2006","4.496","4.496","4.496","4.496","1.17%"
"Mar 21, 2006","4.444","4.444","4.444","4.444","0.20%"
"Mar 20, 2006","4.435","4.435","4.435","4.435","0.98%"
"Mar 17, 2006","4.392","4.392","4.392","4.392","-1.13%"
"Mar 16, 2006","4.442","4.442","4.442","4.442","0.54%"
"Mar 15, 2006","4.418","4.418","4.418","4.418","-1.23%"
"Mar 14, 2006","4.473","4.473","4.473","4.473","-0.40%"
"Mar 13, 2006","4.491","4.491","4.491","4.491","0.90%"
"Mar 10, 2006","4.451","4.451","4.451","4.451","-0.43%"
"Mar 09, 2006","4.470","4.470","4.470","4.470","0.00%"
"Mar 08, 2006","4.470","4.470","4.470","4.470","-0.36%"
"Mar 07, 2006","4.486","4.486","4.486","4.486","1.93%"
"Mar 06, 2006","4.401","4.401","4.401","4.401","1.78%"
"Mar 03, 2006","4.324","4.324","4.324","4.324","1.34%"
"Mar 02, 2006","4.267","4.267","4.267","4.267","0.83%"
"Mar 01, 2006","4.232","4.232","4.232","4.232","-0.89%"
"Feb 28, 2006","4.270","4.270","4.270","4.270","0.68%"
"Feb 27, 2006","4.241","4.241","4.241","4.241","0.43%"
"Feb 24, 2006","4.223","4.223","4.223","4.223","0.69%"
"Feb 23, 2006","4.194","4.194","4.194","4.194","-1.04%"
"Feb 22, 2006","4.238","4.238","4.238","4.238","0.00%"
"Feb 21, 2006","4.238","4.238","4.238","4.238","-0.16%"
"Feb 20, 2006","4.245","4.245","4.245","4.245","-1.80%"
"Feb 17, 2006","4.323","4.323","4.323","4.323","-0.94%"
"Feb 16, 2006","4.364","4.364","4.364","4.364","-0.11%"
"Feb 15, 2006","4.369","4.369","4.369","4.369","2.27%"
"Feb 14, 2006","4.272","4.272","4.272","4.272","0.00%"
"Feb 13, 2006","4.272","4.272","4.272","4.272","0.95%"
"Feb 10, 2006","4.232","4.232","4.232","4.232","0.28%"
"Feb 09, 2006","4.220","4.220","4.220","4.220","0.67%"
"Feb 08, 2006","4.192","4.192","4.192","4.192","-0.05%"
"Feb 07, 2006","4.194","4.194","4.194","4.194","-0.10%"
"Feb 06, 2006","4.198","4.198","4.198","4.198","-1.20%"
"Feb 03, 2006","4.249","4.249","4.249","4.249","-0.09%"
"Feb 02, 2006","4.253","4.253","4.253","4.253","0.93%"
"Feb 01, 2006","4.214","4.214","4.214","4.214","0.19%"
"Jan 27, 2006","4.206","4.206","4.206","4.206","1.08%"
"Jan 26, 2006","4.161","4.161","4.161","4.161","0.87%"
"Jan 25, 2006","4.125","4.125","4.125","4.125","0.54%"
"Jan 24, 2006","4.103","4.103","4.103","4.103","0.20%"
"Jan 23, 2006","4.095","4.095","4.095","4.095","-0.29%"
"Jan 20, 2006","4.107","4.107","4.107","4.107","0.81%"
"Jan 19, 2006","4.074","4.074","4.074","4.074","0.25%"
"Jan 18, 2006","4.064","4.064","4.064","4.064","-0.07%"
"Jan 17, 2006","4.067","4.067","4.067","4.067","0.20%"
"Jan 16, 2006","4.059","4.059","4.059","4.059","-2.38%"
"Jan 13, 2006","4.158","4.158","4.158","4.158","0.10%"
"Jan 12, 2006","4.154","4.154","4.154","4.154","0.05%"
"Jan 11, 2006","4.152","4.152","4.152","4.152","1.07%"
"Jan 10, 2006","4.108","4.108","4.108","4.108","-0.44%"
"Jan 09, 2006","4.126","4.126","4.126","4.126","-0.05%"
"Jan 06, 2006","4.128","4.128","4.128","4.128","0.24%"
"Jan 05, 2006","4.118","4.118","4.118","4.118","-1.27%"
"Jan 04, 2006","4.171","4.171","4.171","4.171","-0.86%"
"Jan 03, 2006","4.207","4.207","4.207","4.207","0.41%"
"Dec 30, 2005","4.190","4.190","4.190","4.190","-0.73%"
"Dec 29, 2005","4.221","4.221","4.221","4.221","0.36%"
"Dec 28, 2005","4.206","4.206","4.206","4.206","-1.71%"
"Dec 23, 2005","4.279","4.279","4.279","4.279","-0.86%"
"Dec 22, 2005","4.316","4.316","4.316","4.316","-0.09%"
"Dec 21, 2005","4.320","4.320","4.320","4.320","0.37%"
"Dec 20, 2005","4.304","4.304","4.304","4.304","0.47%"
"Dec 19, 2005","4.284","4.284","4.284","4.284","-0.51%"
"Dec 16, 2005","4.306","4.306","4.306","4.306","0.23%"
"Dec 15, 2005","4.296","4.296","4.296","4.296","-1.33%"
"Dec 14, 2005","4.354","4.354","4.354","4.354","-1.78%"
"Dec 13, 2005","4.433","4.433","4.433","4.433","-0.07%"
"Dec 12, 2005","4.436","4.436","4.436","4.436","0.54%"
"Dec 09, 2005","4.412","4.412","4.412","4.412","-1.34%"
"Dec 08, 2005","4.472","4.472","4.472","4.472","-0.02%"
"Dec 07, 2005","4.473","4.473","4.473","4.473","-0.18%"
"Dec 05, 2005","4.481","4.481","4.481","4.481","0.16%"
"Dec 02, 2005","4.474","4.474","4.474","4.474","-0.20%"
"Dec 01, 2005","4.483","4.483","4.483","4.483","-0.16%"
"Nov 30, 2005","4.490","4.490","4.490","4.490","1.58%"
"Nov 29, 2005","4.420","4.420","4.420","4.420","-0.32%"
"Nov 28, 2005","4.434","4.434","4.434","4.434","1.19%"
"Nov 25, 2005","4.382","4.382","4.382","4.382","-0.63%"
"Nov 24, 2005","4.410","4.410","4.410","4.410","1.36%"
"Nov 23, 2005","4.351","4.351","4.351","4.351","-2.14%"
"Nov 22, 2005","4.446","4.446","4.446","4.446","-0.58%"
"Nov 21, 2005","4.472","4.472","4.472","4.472","0.18%"
"Nov 18, 2005","4.464","4.464","4.464","4.464","-1.87%"
"Nov 17, 2005","4.549","4.549","4.549","4.549","-0.89%"
"Nov 16, 2005","4.590","4.590","4.590","4.590","-0.30%"
"Nov 15, 2005","4.604","4.604","4.604","4.604","1.32%"
"Nov 14, 2005","4.544","4.544","4.544","4.544","0.07%"
"Nov 11, 2005","4.541","4.541","4.541","4.541","-1.35%"
"Nov 10, 2005","4.603","4.603","4.603","4.603","1.79%"
"Nov 09, 2005","4.522","4.522","4.522","4.522","-0.70%"
"Nov 08, 2005","4.554","4.554","4.554","4.554","-1.04%"
"Nov 07, 2005","4.602","4.602","4.602","4.602","-0.15%"
"Nov 04, 2005","4.609","4.609","4.609","4.609","1.25%"
"Nov 03, 2005","4.552","4.552","4.552","4.552","1.52%"
"Nov 02, 2005","4.484","4.484","4.484","4.484","-0.42%"
"Nov 01, 2005","4.503","4.503","4.503","4.503","0.00%"
"Oct 31, 2005","4.503","4.503","4.503","4.503","1.40%"
"Oct 28, 2005","4.441","4.441","4.441","4.441","0.48%"
"Oct 27, 2005","4.420","4.420","4.420","4.420","0.48%"
"Oct 26, 2005","4.399","4.399","4.399","4.399","2.35%"
"Oct 25, 2005","4.298","4.298","4.298","4.298","0.96%"
"Oct 24, 2005","4.257","4.257","4.257","4.257","-1.25%"
"Oct 21, 2005","4.311","4.311","4.311","4.311","0.33%"
"Oct 20, 2005","4.297","4.297","4.297","4.297","0.96%"
"Oct 19, 2005","4.256","4.256","4.256","4.256","-1.41%"
"Oct 18, 2005","4.317","4.317","4.317","4.317","0.33%"
"Oct 17, 2005","4.303","4.303","4.303","4.303","-0.76%"
"Oct 14, 2005","4.336","4.336","4.336","4.336","0.49%"
"Oct 13, 2005","4.315","4.315","4.315","4.315","0.30%"
"Oct 12, 2005","4.302","4.302","4.302","4.302","0.91%"
"Oct 10, 2005","4.263","4.263","4.263","4.263","0.05%"
"Oct 07, 2005","4.261","4.261","4.261","4.261","1.28%"
"Oct 06, 2005","4.207","4.207","4.207","4.207","-1.71%"
"Oct 05, 2005","4.280","4.280","4.280","4.280","-0.33%"
"Oct 04, 2005","4.294","4.294","4.294","4.294","1.75%"
"Oct 03, 2005","4.220","4.220","4.220","4.220","1.13%"
"Sep 30, 2005","4.173","4.173","4.173","4.173","0.51%"
"Sep 29, 2005","4.152","4.152","4.152","4.152","-1.26%"
"Sep 28, 2005","4.205","4.205","4.205","4.205","-0.97%"
"Sep 27, 2005","4.246","4.246","4.246","4.246","-0.12%"
"Sep 26, 2005","4.251","4.251","4.251","4.251","1.46%"
"Sep 23, 2005","4.190","4.190","4.190","4.190","1.06%"
